sequence,label
"[[np.float64(0.060097455978393555), np.float64(16.36729359653926), np.float64(0.060097455978393555)], [np.float64(0.03230094909667969), np.float64(30.0291741564719), np.float64(-0.027796506881713867)], [np.float64(0.007857561111450195), np.float64(112.89789451266635), np.float64(-0.024443387985229492)], [np.float64(0.01531839370727539), np.float64(61.280541328902984), np.float64(0.007460832595825195)], [np.float64(0.05384397506713867), np.float64(18.233543407016434), np.float64(0.03852558135986328)], [np.float64(0.0006337165832519531), np.float64(612.1012727981712), np.float64(-0.05321025848388672)], [np.float64(0.04777812957763672), np.float64(20.500991092911224), np.float64(0.047144412994384766)], [np.float64(0.006166696548461914), np.float64(139.53430192528742), np.float64(-0.041611433029174805)], [np.float64(0.020181655883789062), np.float64(47.21066216382682), np.float64(0.014014959335327148)], [np.float64(0.019211292266845703), np.float64(49.47729154559725), np.float64(-0.0009703636169433594)], [np.float64(0.04931998252868652), np.float64(19.87282089038719), np.float64(0.03010869026184082)], [np.float64(0.027973413467407227), np.float64(34.51440062887033), np.float64(-0.021346569061279297)], [np.float64(0.023572206497192383), np.float64(40.69638598040676), np.float64(-0.004401206970214844)], [np.float64(0.022680997848510742), np.float64(42.22795029149873), np.float64(-0.0008912086486816406)], [np.float64(0.0023407936096191406), np.float64(299.3300744831114), np.float64(-0.0203402042388916)], [np.float64(0.017498016357421875), np.float64(54.05985056331591), np.float64(0.015157222747802734)], [np.float64(0.05519461631774902), np.float64(17.795299007747666), np.float64(0.03769659996032715)], [np.float64(0.01188349723815918), np.float64(77.61867616489526), np.float64(-0.043311119079589844)], [np.float64(0.003692626953125), np.float64(213.1002549295042), np.float64(-0.00819087028503418)], [np.float64(0.06419849395751953), np.float64(15.337777597310085), np.float64(0.06050586700439453)], [np.float64(0.08340287208557129), np.float64(11.847938053413118), np.float64(0.019204378128051758)], [np.float64(0.04784107208251953), np.float64(20.4745710395228), np.float64(-0.03556180000305176)], [np.float64(0.0007305145263671875), np.float64(577.8628175397448), np.float64(-0.047110557556152344)], [np.float64(0.00762176513671875), np.float64(115.98553012551412), np.float64(0.0068912506103515625)], [np.float64(0.03423786163330078), np.float64(28.378566509125843), np.float64(0.02661609649658203)], [np.float64(0.0533597469329834), np.float64(18.395964963428455), np.float64(0.019121885299682617)], [np.float64(0.00012922286987304688), np.float64(885.5647779365513), np.float64(-0.05323052406311035)], [np.float64(0.08352780342102051), np.float64(11.830426907217117), np.float64(0.08339858055114746)], [np.float64(0.04517817497253418), np.float64(21.655251655024895), np.float64(-0.03834962844848633)], [np.float64(0.03610062599182129), np.float64(26.953723104845903), np.float64(-0.00907754898071289)]]",high
"[[np.float64(0.017498016357421875), np.float64(54.05985056331591), np.float64(0.017498016357421875)], [np.float64(0.05519461631774902), np.float64(17.795299007747666), np.float64(0.03769659996032715)], [np.float64(0.01188349723815918), np.float64(77.61867616489526), np.float64(-0.043311119079589844)], [np.float64(0.003692626953125), np.float64(213.1002549295042), np.float64(-0.00819087028503418)], [np.float64(0.06419849395751953), np.float64(15.337777597310085), np.float64(0.06050586700439453)], [np.float64(0.08340287208557129), np.float64(11.847938053413118), np.float64(0.019204378128051758)], [np.float64(0.04784107208251953), np.float64(20.4745710395228), np.float64(-0.03556180000305176)], [np.float64(0.0007305145263671875), np.float64(577.8628175397448), np.float64(-0.047110557556152344)], [np.float64(0.00762176513671875), np.float64(115.98553012551412), np.float64(0.0068912506103515625)], [np.float64(0.03423786163330078), np.float64(28.378566509125843), np.float64(0.02661609649658203)], [np.float64(0.0533597469329834), np.float64(18.395964963428455), np.float64(0.019121885299682617)], [np.float64(0.00012922286987304688), np.float64(885.5647779365513), np.float64(-0.05323052406311035)], [np.float64(0.08352780342102051), np.float64(11.830426907217117), np.float64(0.08339858055114746)], [np.float64(0.04517817497253418), np.float64(21.655251655024895), np.float64(-0.03834962844848633)], [np.float64(0.03610062599182129), np.float64(26.953723104845903), np.float64(-0.00907754898071289)], [np.float64(0.05096316337585449), np.float64(19.244401899994138), np.float64(0.014862537384033203)], [np.float64(0.021086931228637695), np.float64(45.27564239904047), np.float64(-0.029876232147216797)], [np.float64(0.019284725189208984), np.float64(49.29817834219304), np.float64(-0.001802206039428711)], [np.float64(0.02301931381225586), np.float64(41.63316270466269), np.float64(0.003734588623046875)], [np.float64(0.07858777046203613), np.float64(12.564744485171955), np.float64(0.05556845664978027)], [np.float64(0.051405906677246094), np.float64(19.081818508717564), np.float64(-0.02718186378479004)], [np.float64(0.010912895202636719), np.float64(83.94265063111331), np.float64(-0.040493011474609375)], [np.float64(0.07101273536682129), np.float64(13.886432655365205), np.float64(0.06009984016418457)], [np.float64(0.08680510520935059), np.float64(11.388859424696726), np.float64(0.015792369842529297)], [np.float64(0.005144834518432617), np.float64(162.73831248023149), np.float64(-0.08166027069091797)], [np.float64(0.07957577705383301), np.float64(12.41067770692296), np.float64(0.07443094253540039)], [np.float64(0.08737516403198242), np.float64(11.315396253613812), np.float64(0.007799386978149414)], [np.float64(0.02899932861328125), np.float64(33.33407933527158), np.float64(-0.05837583541870117)], [np.float64(0.01622009277346592), np.float64(58.071696427842646), np.float64(-0.012779235839815328)], [np.float64(0.10353064537045498), np.float64(9.566572524794195), np.float64(0.08731055259698906)]]",high
"[[np.float64(0.05096316337585449), np.float64(19.244401899994138), np.float64(0.05096316337585449)], [np.float64(0.021086931228637695), np.float64(45.27564239904047), np.float64(-0.029876232147216797)], [np.float64(0.019284725189208984), np.float64(49.29817834219304), np.float64(-0.001802206039428711)], [np.float64(0.02301931381225586), np.float64(41.63316270466269), np.float64(0.003734588623046875)], [np.float64(0.07858777046203613), np.float64(12.564744485171955), np.float64(0.05556845664978027)], [np.float64(0.051405906677246094), np.float64(19.081818508717564), np.float64(-0.02718186378479004)], [np.float64(0.010912895202636719), np.float64(83.94265063111331), np.float64(-0.040493011474609375)], [np.float64(0.07101273536682129), np.float64(13.886432655365205), np.float64(0.06009984016418457)], [np.float64(0.08680510520935059), np.float64(11.388859424696726), np.float64(0.015792369842529297)], [np.float64(0.005144834518432617), np.float64(162.73831248023149), np.float64(-0.08166027069091797)], [np.float64(0.07957577705383301), np.float64(12.41067770692296), np.float64(0.07443094253540039)], [np.float64(0.08737516403198242), np.float64(11.315396253613812), np.float64(0.007799386978149414)], [np.float64(0.02899932861328125), np.float64(33.33407933527158), np.float64(-0.05837583541870117)], [np.float64(0.01622009277346592), np.float64(58.071696427842646), np.float64(-0.012779235839815328)], [np.float64(0.10353064537045498), np.float64(9.566572524794195), np.float64(0.08731055259698906)], [np.float64(0.016109943389892578), np.float64(58.44554696719416), np.float64(-0.0874207019805624)], [np.float64(0.028977632522583008), np.float64(33.35820462962415), np.float64(0.01286768913269043)], [np.float64(0.04085803031921387), np.float64(23.890278457297008), np.float64(0.01188039779663086)], [np.float64(0.05815529823303223), np.float64(16.904656554357484), np.float64(0.01729726791381836)], [np.float64(0.12341761589050293), np.float64(8.037447051549973), np.float64(0.0652623176574707)], [np.float64(0.06852507591247559), np.float64(14.383299649451514), np.float64(-0.054892539978027344)], [np.float64(0.016815900802612305), np.float64(56.12963448097849), np.float64(-0.05170917510986328)], [np.float64(0.05201888084411621), np.float64(18.861205368332012), np.float64(0.035202980041503906)], [np.float64(0.021986007690429688), np.float64(43.50472746149623), np.float64(-0.030032873153686523)], [np.float64(0.0018682479858398438), np.float64(348.64488877421553), np.float64(-0.020117759704589844)], [np.float64(0.10023713111877441), np.float64(9.877798678695964), np.float64(0.09836888313293457)], [np.float64(0.07635807991027832), np.float64(12.926897890431393), np.float64(-0.023879051208496094)], [np.float64(0.046816110610961914), np.float64(20.913453378425732), np.float64(-0.029541969299316406)], [np.float64(0.004198312759399414), np.float64(192.37011051169125), np.float64(-0.0426177978515625)], [np.float64(0.04266858100891113), np.float64(22.899759435644064), np.float64(0.03847026824951172)]]",high
"[[np.float64(0.016109943389892578), np.float64(58.44554696719416), np.float64(0.016109943389892578)], [np.float64(0.028977632522583008), np.float64(33.35820462962415), np.float64(0.01286768913269043)], [np.float64(0.04085803031921387), np.float64(23.890278457297008), np.float64(0.01188039779663086)], [np.float64(0.05815529823303223), np.float64(16.904656554357484), np.float64(0.01729726791381836)], [np.float64(0.12341761589050293), np.float64(8.037447051549973), np.float64(0.0652623176574707)], [np.float64(0.06852507591247559), np.float64(14.383299649451514), np.float64(-0.054892539978027344)], [np.float64(0.016815900802612305), np.float64(56.12963448097849), np.float64(-0.05170917510986328)], [np.float64(0.05201888084411621), np.float64(18.861205368332012), np.float64(0.035202980041503906)], [np.float64(0.021986007690429688), np.float64(43.50472746149623), np.float64(-0.030032873153686523)], [np.float64(0.0018682479858398438), np.float64(348.64488877421553), np.float64(-0.020117759704589844)], [np.float64(0.10023713111877441), np.float64(9.877798678695964), np.float64(0.09836888313293457)], [np.float64(0.07635807991027832), np.float64(12.926897890431393), np.float64(-0.023879051208496094)], [np.float64(0.046816110610961914), np.float64(20.913453378425732), np.float64(-0.029541969299316406)], [np.float64(0.004198312759399414), np.float64(192.37011051169125), np.float64(-0.0426177978515625)], [np.float64(0.04266858100891113), np.float64(22.899759435644064), np.float64(0.03847026824951172)], [np.float64(0.011671781539916992), np.float64(78.91550188502939), np.float64(-0.03099679946899414)], [np.float64(0.06773686408996582), np.float64(14.54823424430821), np.float64(0.05606508255004883)], [np.float64(0.005417346954345703), np.float64(155.8276351760628), np.float64(-0.06231951713562012)], [np.float64(0.049751996994018555), np.float64(19.70365816576353), np.float64(0.04433465003967285)], [np.float64(0.043060302734375), np.float64(22.696167251248124), np.float64(-0.006691694259643555)], [np.float64(0.022515296936035156), np.float64(42.52551021235826), np.float64(-0.020545005798339844)], [np.float64(0.019131183624267578), np.float64(49.67417806444962), np.float64(-0.003384113311767578)], [np.float64(0.15574884414675694), np.float64(6.3796323694976955), np.float64(0.13661766052248936)], [np.float64(0.015832185745210836), np.float64(59.409990784145435), np.float64(-0.1399166584015461)], [np.float64(0.07534027099609375), np.float64(13.09924613774516), np.float64(0.059508085250882914)], [np.float64(0.007066965103149414), np.float64(123.96235600543147), np.float64(-0.06827330589294434)], [np.float64(0.001804351806640625), np.float64(356.5886411369745), np.float64(-0.005262613296508789)], [np.float64(0.016390323638916016), np.float64(57.50324265168952), np.float64(0.01458597183227539)], [np.float64(0.004819393157958984), np.float64(171.83922324140178), np.float64(-0.011570930480957031)], [np.float64(0.00928044319152832), np.float64(97.2720709963222), np.float64(0.004461050033569336)]]",high
"[[np.float64(0.011671781539916992), np.float64(78.91550188502939), np.float64(0.011671781539916992)], [np.float64(0.06773686408996582), np.float64(14.54823424430821), np.float64(0.05606508255004883)], [np.float64(0.005417346954345703), np.float64(155.8276351760628), np.float64(-0.06231951713562012)], [np.float64(0.049751996994018555), np.float64(19.70365816576353), np.float64(0.04433465003967285)], [np.float64(0.043060302734375), np.float64(22.696167251248124), np.float64(-0.006691694259643555)], [np.float64(0.022515296936035156), np.float64(42.52551021235826), np.float64(-0.020545005798339844)], [np.float64(0.019131183624267578), np.float64(49.67417806444962), np.float64(-0.003384113311767578)], [np.float64(0.15574884414675694), np.float64(6.3796323694976955), np.float64(0.13661766052248936)], [np.float64(0.015832185745210836), np.float64(59.409990784145435), np.float64(-0.1399166584015461)], [np.float64(0.07534027099609375), np.float64(13.09924613774516), np.float64(0.059508085250882914)], [np.float64(0.007066965103149414), np.float64(123.96235600543147), np.float64(-0.06827330589294434)], [np.float64(0.001804351806640625), np.float64(356.5886411369745), np.float64(-0.005262613296508789)], [np.float64(0.016390323638916016), np.float64(57.50324265168952), np.float64(0.01458597183227539)], [np.float64(0.004819393157958984), np.float64(171.83922324140178), np.float64(-0.011570930480957031)], [np.float64(0.00928044319152832), np.float64(97.2720709963222), np.float64(0.004461050033569336)], [np.float64(0.08019375801086426), np.float64(12.316217705629457), np.float64(0.07091331481933594)], [np.float64(0.003455638885498047), np.float64(224.4347052573631), np.float64(-0.07673811912536621)], [np.float64(0.05092334747314453), np.float64(19.25915890760344), np.float64(0.047467708587646484)], [np.float64(0.0018880367279052734), np.float64(346.2559843292961), np.float64(-0.04903531074523926)], [np.float64(0.008980512619018555), np.float64(100.19525430932586), np.float64(0.007092475891113281)], [np.float64(0.020112276077270508), np.float64(47.365807283876926), np.float64(0.011131763458251953)], [np.float64(0.0013933181762695312), np.float64(417.829944181806), np.float64(-0.018718957901000977)], [np.float64(0.012315750122070312), np.float64(75.09903616639221), np.float64(0.010922431945800781)], [np.float64(0.06135392189025879), np.float64(16.037483604639544), np.float64(0.04903817176818848)], [np.float64(0.06351757049560547), np.float64(15.499653696168142), np.float64(0.0021636486053466797)], [np.float64(0.003081083297729492), np.float64(245.03297949256495), np.float64(-0.06043648719787598)], [np.float64(0.01695084571838379), np.float64(55.70768172643151), np.float64(0.013869762420654297)], [np.float64(0.048928022384643555), np.float64(20.02883255210949), np.float64(0.031977176666259766)], [np.float64(0.026591777801513672), np.float64(36.24268096074405), np.float64(-0.022336244583129883)], [np.float64(0.04734373092651367), np.float64(20.685205316901996), np.float64(0.020751953125)]]",high
"[[np.float64(0.08019375801086426), np.float64(12.316217705629457), np.float64(0.08019375801086426)], [np.float64(0.003455638885498047), np.float64(224.4347052573631), np.float64(-0.07673811912536621)], [np.float64(0.05092334747314453), np.float64(19.25915890760344), np.float64(0.047467708587646484)], [np.float64(0.0018880367279052734), np.float64(346.2559843292961), np.float64(-0.04903531074523926)], [np.float64(0.008980512619018555), np.float64(100.19525430932586), np.float64(0.007092475891113281)], [np.float64(0.020112276077270508), np.float64(47.365807283876926), np.float64(0.011131763458251953)], [np.float64(0.0013933181762695312), np.float64(417.829944181806), np.float64(-0.018718957901000977)], [np.float64(0.012315750122070312), np.float64(75.09903616639221), np.float64(0.010922431945800781)], [np.float64(0.06135392189025879), np.float64(16.037483604639544), np.float64(0.04903817176818848)], [np.float64(0.06351757049560547), np.float64(15.499653696168142), np.float64(0.0021636486053466797)], [np.float64(0.003081083297729492), np.float64(245.03297949256495), np.float64(-0.06043648719787598)], [np.float64(0.01695084571838379), np.float64(55.70768172643151), np.float64(0.013869762420654297)], [np.float64(0.048928022384643555), np.float64(20.02883255210949), np.float64(0.031977176666259766)], [np.float64(0.026591777801513672), np.float64(36.24268096074405), np.float64(-0.022336244583129883)], [np.float64(0.04734373092651367), np.float64(20.685205316901996), np.float64(0.020751953125)], [np.float64(0.013490676879882812), np.float64(69.00988879189521), np.float64(-0.03385305404663086)], [np.float64(0.007543087005615234), np.float64(117.0537066218237), np.float64(-0.005947589874267578)], [np.float64(0.05245709419250488), np.float64(18.706591054105743), np.float64(0.04491400718688965)], [np.float64(0.00501251220703125), np.float64(166.31982864509843), np.float64(-0.04744458198547363)], [np.float64(0.003111124038696289), np.float64(243.2424783556562), np.float64(-0.001901388168334961)], [np.float64(0.022333145141601562), np.float64(42.85748851821358), np.float64(0.019222021102905273)], [np.float64(0.0019614696502685547), np.float64(337.67018342035584), np.float64(-0.020371675491333008)], [np.float64(0.09690666198730469), np.float64(10.21380955802239), np.float64(0.09494519233703613)], [np.float64(0.0034689903259277344), np.float64(223.76418991070568), np.float64(-0.09343767166137695)], [np.float64(0.006424903869628906), np.float64(134.68187838639042), np.float64(0.002955913543701172)], [np.float64(0.1519923210144043), np.float64(6.536275764493105), np.float64(0.1455674171447754)], [np.float64(0.002407073974609375), np.float64(293.50698207679835), np.float64(-0.14958524703979492)], [np.float64(0.03339123725891113), np.float64(29.077174295056494), np.float64(0.030984163284301758)], [np.float64(0.01770925521850586), np.float64(53.44948199813274), np.float64(-0.015681982040405273)], [np.float64(0.08237743377685547), np.float64(11.993652895054531), np.float64(0.06466817855834961)]]",high
"[[np.float64(0.013490676879882812), np.float64(69.00988879189521), np.float64(0.013490676879882812)], [np.float64(0.007543087005615234), np.float64(117.0537066218237), np.float64(-0.005947589874267578)], [np.float64(0.05245709419250488), np.float64(18.706591054105743), np.float64(0.04491400718688965)], [np.float64(0.00501251220703125), np.float64(166.31982864509843), np.float64(-0.04744458198547363)], [np.float64(0.003111124038696289), np.float64(243.2424783556562), np.float64(-0.001901388168334961)], [np.float64(0.022333145141601562), np.float64(42.85748851821358), np.float64(0.019222021102905273)], [np.float64(0.0019614696502685547), np.float64(337.67018342035584), np.float64(-0.020371675491333008)], [np.float64(0.09690666198730469), np.float64(10.21380955802239), np.float64(0.09494519233703613)], [np.float64(0.0034689903259277344), np.float64(223.76418991070568), np.float64(-0.09343767166137695)], [np.float64(0.006424903869628906), np.float64(134.68187838639042), np.float64(0.002955913543701172)], [np.float64(0.1519923210144043), np.float64(6.536275764493105), np.float64(0.1455674171447754)], [np.float64(0.002407073974609375), np.float64(293.50698207679835), np.float64(-0.14958524703979492)], [np.float64(0.03339123725891113), np.float64(29.077174295056494), np.float64(0.030984163284301758)], [np.float64(0.01770925521850586), np.float64(53.44948199813274), np.float64(-0.015681982040405273)], [np.float64(0.08237743377685547), np.float64(11.993652895054531), np.float64(0.06466817855834961)], [np.float64(0.04911684989929199), np.float64(19.953369016797026), np.float64(-0.03326058387756348)], [np.float64(0.02192854881286621), np.float64(43.61375018373846), np.float64(-0.02718830108642578)], [np.float64(0.0024781227111816406), np.float64(287.5114201075053), np.float64(-0.01945042610168457)], [np.float64(0.08403944969177246), np.float64(11.759248250365262), np.float64(0.08156132698059082)], [np.float64(0.11508512496948242), np.float64(8.61436812221109), np.float64(0.03104567527770996)], [np.float64(0.007223606109619141), np.float64(121.60115485471772), np.float64(-0.10786151885986328)], [np.float64(0.0010521411895751953), np.float64(487.2959058957369), np.float64(-0.006171464920043945)], [np.float64(0.03473472595214844), np.float64(27.98398401988803), np.float64(0.03368258476257324)], [np.float64(0.032251834869384766), np.float64(30.073528391081602), np.float64(-0.002482891082763672)], [np.float64(0.04204583168029785), np.float64(23.23105306518451), np.float64(0.009793996810913086)], [np.float64(0.07536554336547852), np.float64(13.09491108069632), np.float64(0.033319711685180664)], [np.float64(0.023621082305908203), np.float64(40.615598761068064), np.float64(-0.05174446105957031)], [np.float64(0.017230749130249023), np.float64(54.85238115315673), np.float64(-0.00639033317565918)], [np.float64(0.03123307228088379), np.float64(31.024036160309237), np.float64(0.014002323150634766)], [np.float64(0.009214401245117188), np.float64(97.90099057230908), np.float64(-0.0220186710357666)]]",high
"[[np.float64(0.04911684989929199), np.float64(19.953369016797026), np.float64(0.04911684989929199)], [np.float64(0.02192854881286621), np.float64(43.61375018373846), np.float64(-0.02718830108642578)], [np.float64(0.0024781227111816406), np.float64(287.5114201075053), np.float64(-0.01945042610168457)], [np.float64(0.08403944969177246), np.float64(11.759248250365262), np.float64(0.08156132698059082)], [np.float64(0.11508512496948242), np.float64(8.61436812221109), np.float64(0.03104567527770996)], [np.float64(0.007223606109619141), np.float64(121.60115485471772), np.float64(-0.10786151885986328)], [np.float64(0.0010521411895751953), np.float64(487.2959058957369), np.float64(-0.006171464920043945)], [np.float64(0.03473472595214844), np.float64(27.98398401988803), np.float64(0.03368258476257324)], [np.float64(0.032251834869384766), np.float64(30.073528391081602), np.float64(-0.002482891082763672)], [np.float64(0.04204583168029785), np.float64(23.23105306518451), np.float64(0.009793996810913086)], [np.float64(0.07536554336547852), np.float64(13.09491108069632), np.float64(0.033319711685180664)], [np.float64(0.023621082305908203), np.float64(40.615598761068064), np.float64(-0.05174446105957031)], [np.float64(0.017230749130249023), np.float64(54.85238115315673), np.float64(-0.00639033317565918)], [np.float64(0.03123307228088379), np.float64(31.024036160309237), np.float64(0.014002323150634766)], [np.float64(0.009214401245117188), np.float64(97.90099057230908), np.float64(-0.0220186710357666)], [np.float64(0.10619592666625977), np.float64(9.328712676866601), np.float64(0.09698152542114258)], [np.float64(0.0016422271728515625), np.float64(378.4685928124693), np.float64(-0.1045536994934082)], [np.float64(0.02489304542541504), np.float64(38.62040882292126), np.float64(0.023250818252563477)], [np.float64(0.00990605354309082), np.float64(91.69219608622936), np.float64(-0.014986991882324219)], [np.float64(0.01194310188293457), np.float64(77.26123220265275), np.float64(0.00203704833984375)], [np.float64(0.1364727020263672), np.float64(7.274171419197104), np.float64(0.12452960014343262)], [np.float64(0.028065204620361328), np.float64(34.405400308087295), np.float64(-0.10840749740600586)], [np.float64(0.07241988182067871), np.float64(13.620288880911136), np.float64(0.04435467720031738)], [np.float64(0.01838231086730957), np.float64(51.59343521244474), np.float64(-0.05403757095336914)], [np.float64(0.0002644062042236328), np.float64(790.8850784341233), np.float64(-0.018117904663085938)], [np.float64(0.11051058769226074), np.float64(8.967758315109336), np.float64(0.11024618148803711)], [np.float64(0.045328617095947266), np.float64(21.584930927875202), np.float64(-0.06518197059631348)], [np.float64(0.04885220527648926), np.float64(20.05929315370947), np.float64(0.003523588180541992)], [np.float64(0.0053348541259765625), np.float64(157.8568314461137), np.float64(-0.043517351150512695)], [np.float64(0.0026166439056396484), np.float64(276.49943596621176), np.float64(-0.002718210220336914)]]",high
"[[np.float64(0.10619592666625977), np.float64(9.328712676866601), np.float64(0.10619592666625977)], [np.float64(0.0016422271728515625), np.float64(378.4685928124693), np.float64(-0.1045536994934082)], [np.float64(0.02489304542541504), np.float64(38.62040882292126), np.float64(0.023250818252563477)], [np.float64(0.00990605354309082), np.float64(91.69219608622936), np.float64(-0.014986991882324219)], [np.float64(0.01194310188293457), np.float64(77.26123220265275), np.float64(0.00203704833984375)], [np.float64(0.1364727020263672), np.float64(7.274171419197104), np.float64(0.12452960014343262)], [np.float64(0.028065204620361328), np.float64(34.405400308087295), np.float64(-0.10840749740600586)], [np.float64(0.07241988182067871), np.float64(13.620288880911136), np.float64(0.04435467720031738)], [np.float64(0.01838231086730957), np.float64(51.59343521244474), np.float64(-0.05403757095336914)], [np.float64(0.0002644062042236328), np.float64(790.8850784341233), np.float64(-0.018117904663085938)], [np.float64(0.11051058769226074), np.float64(8.967758315109336), np.float64(0.11024618148803711)], [np.float64(0.045328617095947266), np.float64(21.584930927875202), np.float64(-0.06518197059631348)], [np.float64(0.04885220527648926), np.float64(20.05929315370947), np.float64(0.003523588180541992)], [np.float64(0.0053348541259765625), np.float64(157.8568314461137), np.float64(-0.043517351150512695)], [np.float64(0.0026166439056396484), np.float64(276.49943596621176), np.float64(-0.002718210220336914)], [np.float64(0.0810098648071289), np.float64(12.193655023719446), np.float64(0.07839322090148926)], [np.float64(0.05334019660949707), np.float64(18.402583398552324), np.float64(-0.027669668197631836)], [np.float64(0.06278133392333984), np.float64(15.67856829714351), np.float64(0.009441137313842773)], [np.float64(0.02016758918762207), np.float64(47.24203550703632), np.float64(-0.04261374473571777)], [np.float64(0.0016326904296875), np.float64(379.83956971298744), np.float64(-0.01853489875793457)], [np.float64(0.07225418090820312), np.float64(13.651097966041394), np.float64(0.07062149047851562)], [np.float64(0.107086181640625), np.float64(9.251876463958114), np.float64(0.034832000732421875)], [np.float64(0.03565502166748047), np.float64(27.281391594079402), np.float64(-0.07143115997314453)], [np.float64(1.811981201171875e-05), np.float64(982.2026722219308), np.float64(-0.03563690185546875)], [np.float64(0.054238319396972656), np.float64(18.103374811486482), np.float64(0.05422019958496094)], [np.float64(0.0025446414947509766), np.float64(282.1159774495766), np.float64(-0.05169367790222168)], [np.float64(0.08115506172180176), np.float64(12.17210454282486), np.float64(0.07861042022705078)], [np.float64(0.07032155990600586), np.float64(14.021005728392542), np.float64(-0.010833501815795898)], [np.float64(0.002891063690185547), np.float64(256.99913432985073), np.float64(-0.06743049621582031)], [np.float64(0.009557008743286133), np.float64(94.72380144005876), np.float64(0.006665945053100586)]]",high
"[[np.float64(0.0810098648071289), np.float64(12.193655023719446), np.float64(0.0810098648071289)], [np.float64(0.05334019660949707), np.float64(18.402583398552324), np.float64(-0.027669668197631836)], [np.float64(0.06278133392333984), np.float64(15.67856829714351), np.float64(0.009441137313842773)], [np.float64(0.02016758918762207), np.float64(47.24203550703632), np.float64(-0.04261374473571777)], [np.float64(0.0016326904296875), np.float64(379.83956971298744), np.float64(-0.01853489875793457)], [np.float64(0.07225418090820312), np.float64(13.651097966041394), np.float64(0.07062149047851562)], [np.float64(0.107086181640625), np.float64(9.251876463958114), np.float64(0.034832000732421875)], [np.float64(0.03565502166748047), np.float64(27.281391594079402), np.float64(-0.07143115997314453)], [np.float64(1.811981201171875e-05), np.float64(982.2026722219308), np.float64(-0.03563690185546875)], [np.float64(0.054238319396972656), np.float64(18.103374811486482), np.float64(0.05422019958496094)], [np.float64(0.0025446414947509766), np.float64(282.1159774495766), np.float64(-0.05169367790222168)], [np.float64(0.08115506172180176), np.float64(12.17210454282486), np.float64(0.07861042022705078)], [np.float64(0.07032155990600586), np.float64(14.021005728392542), np.float64(-0.010833501815795898)], [np.float64(0.002891063690185547), np.float64(256.99913432985073), np.float64(-0.06743049621582031)], [np.float64(0.009557008743286133), np.float64(94.72380144005876), np.float64(0.006665945053100586)], [np.float64(0.006878852844238281), np.float64(126.92203037289735), np.float64(-0.0026781558990478516)], [np.float64(0.026112079620361328), np.float64(36.88392827118264), np.float64(0.019233226776123047)], [np.float64(0.1654362678527832), np.float64(6.00830583923285), np.float64(0.13932418823242188)], [np.float64(0.05334639549255371), np.float64(18.400484354790656), np.float64(-0.11208987236022949)], [np.float64(0.015707731246948242), np.float64(59.85253085649528), np.float64(-0.03763866424560547)], [np.float64(0.012520074844360352), np.float64(73.96408758914019), np.float64(-0.0031876564025878906)], [np.float64(0.12676072120666504), np.float64(7.827131770666866), np.float64(0.11424064636230469)], [np.float64(0.009600400924682617), np.float64(94.3360545610628), np.float64(-0.11716032028198242)], [np.float64(0.02657628059387207), np.float64(36.263048477328645), np.float64(0.016975879669189453)], [np.float64(0.004927635192871094), np.float64(168.70133998844193), np.float64(-0.021648645401000977)], [np.float64(0.01714920997619629), np.float64(55.098817045565966), np.float64(0.012221574783325195)], [np.float64(0.06275653839111328), np.float64(15.684665843454656), np.float64(0.04560732841491699)], [np.float64(0.002972841262817383), np.float64(251.70902481284625), np.float64(-0.0597836971282959)], [np.float64(0.06606221199035645), np.float64(14.911527227044049), np.float64(0.06308937072753906)], [np.float64(0.07106971740722656), np.float64(13.875453324584955), np.float64(0.005007505416870117)]]",high
